 data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, data_channel_is_other, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, n_unique_tokens, num_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_avg_min, kw_avg_max, kw_avg_avg, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, avg_positive_polarity, title_subjectivity, title_sentiment_polarity,pred_shares
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.033020209506023,-0.0788831162378804,3.416733464930669,-0.0617051452345203,0.1291843192408756,-1.6896660577342182,-0.3082839187728813,1.0352356477008045,-0.3068158471681633,0.0067444219323883,0.561130988699158,-0.4169332255899206,-0.5875771900617444,-0.588250996675921,0.9791643439923622,0.238790381504865,0.4187558630258832,0.1001661059933061,-0.1916711641116805,-0.8713963478942782,-0.2665405303067106,7.528318
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0045032666556918,-0.1671666235949408,-0.4279506833238622,-0.0617051452345203,0.0351029075586865,1.4511925432704254,0.3129715276476908,-1.0501481671549908,-0.5612027523794159,-0.2721910247914879,-0.6256348869178077,-0.5531429415255437,0.3886856109735878,-0.6900853241614143,1.310548838535614,0.2955538852269108,0.0429870926886407,-0.3353306142762736,0.6333943166907745,-0.8713963478942782,-0.2665405303067106,7.440972
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0238955050181737,0.0976838984762403,-0.0675115444249999,-0.0617051452345203,0.4590933179134717,-0.6427131907326703,-0.1760593638914791,2.3407171034633176,0.9266597829001584,1.0244818626816667,-0.5748722135813992,-0.4910751702031375,-0.6467475460322933,2.183038883993176,-0.6942119662484214,0.6768223356822501,-2.9198043334063835,-1.2862569971492108,1.1017722430089072,-0.8713963478942782,-0.2665405303067106,7.912108
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0434282895093457,-0.1671666235949408,-0.5480970629568164,-0.0617051452345203,0.5009428782432005,-0.6427131907326703,0.1921197841984435,0.3858231742369851,0.0960132282536881,-0.1612716443706946,1.9648133225070743,-0.4927163674627237,-0.6467468931738,-0.0810423363098325,-0.6925269986980132,-0.3278131138190202,-1.2994689825988,-1.60477525392797,1.4007028649271842,0.3616870645669646,-1.2037504748867818,7.495076
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0255760176267983,-0.5203006530231824,-0.5480970629568164,-0.3019136491148211,0.5437583018014462,0.4042396762688776,0.0601951715965443,-1.8766699499287975,-1.6119172998840898,-0.2367802236784336,0.1159675953429814,-0.5302306264928912,-0.6762156999836755,-0.6724915573411213,1.6405642104680829,-0.217081163570924,-0.6123876307183114,-0.2682540193174531,-0.4796561556837979,-0.2548546416636568,-0.6414245081387391,7.3216844
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040065142817498,-0.6085841603802428,-0.3078043036909081,-0.0617051452345203,-0.2718619202169828,1.4511925432704254,0.3573379898236752,-0.9495939777158156,-0.5117668706544376,-0.2331616016668806,-0.6256516565532785,0.619018444591466,-0.6939793625783797,1.4871975898744887,-0.7397759911782391,-2.05542933130544,-0.4249590263343908,-1.2062947063692722,0.5180422649331539,-0.8713963478942782,-0.2665405303067106,7.1566978
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0061382556885697,-0.7851511750943636,-0.4279506833238622,-0.3019136491148211,-0.0269832787559028,-1.1661896242334442,0.8671148890294686,-1.7952309110911284,-0.8465989217647242,-0.2326015768317594,-0.5493615434814954,-0.4624371741871209,-0.6230751088218763,-0.6221747977870687,2.088766246835514,0.3709010840672332,0.4935662127772421,0.0209419286725178,-0.0022781872791177,0.6699579176822752,1.6078793588534313,7.471104
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01914260229696,0.450817927904482,-0.4279506833238622,-0.0617051452345203,-0.1606201705257056,0.4042396762688776,-0.2619803293746069,-0.4633155538247744,0.0429914513262732,0.4364557858043059,-0.6064788627172338,0.572326789391943,-0.6762484968472716,-0.2304164549873762,1.006727449138866,0.1237546427479366,-0.9535153275901472,-0.710081162076399,0.8340028738037454,-0.1007192151060015,0.6706694142733604,7.974454
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0078309949263048,0.1859674058333008,-0.4279506833238622,-0.3019136491148211,0.837103737414217,-1.1661896242334442,-0.4275109748753207,1.4274118613936826,-0.3236087710379081,-0.2161885412793583,0.4491707217581318,-0.4615209406150812,0.0105751908075843,-0.6221996016211594,0.566475480973095,-0.5355026248441319,-1.1519934015798263,-1.401320683257428,-0.4905315364059259,-0.8713963478942782,-0.2665405303067106,6.964129
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0282307912492056,-0.2554501309520012,0.0526348352079541,-0.3019136491148211,0.1043865718270354,-0.6427131907326703,-0.274290460428709,-0.0767855967035995,-0.2378272573031972,-0.231740000162342,-0.5748161827441072,3.284464355818723,-0.6467470779246708,-0.6439935727941967,-0.6942111832708805,-0.1785152726894087,-0.6219327771961893,-0.3751789579371684,-0.4882971055002219,-0.8713963478942782,-0.2665405303067106,7.0080533
